,product_code,product_name
528,071040,"SWEET CORN, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN"
529,100830,CANARY SEEDS
530,120770,MELON SEEDS
531,160210,"HOMOGENIZED PREPARATIONS OF MEAT, MEAT OFFAL OR BLOOD"
532,170250,CHEMICALLY PURE FRUCTOSE IN SOLID FORM
533,200600,"VEGETABLES, FRUIT, NUTS, FRUIT-PEEL AND OTHER PARTS OF PLANTS, PRESERVED BY SUGAR (DRAINED, GLACE OR CRYSTALLIZED)"
534,220210,"WATERS, INCLUDING MINERAL WATERS AND AERATED WATERS, SWEETENED OR FLAVORED"
535,292119,"ACYCLIC MONOAMINES, THEIR DERIVATIVES, AND SALTS THEREOF, NESOI"
536,293219,"COMPOUNDS CONTAINING AN UNFUSED FURAN RING (WHETHER OR NOT HYDROGENATED) IN THE STRUCTURE, NESOI"
537,300215,"IMMUNOLOGICAL PRODUCTS, PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE"
538,300660,"CHEMICAL CONTRACEPTIVE PREPARATIONS BASED ON HORMONES, ON OTHER PRODUCTS OF HEADING 2937 OR ON SPERMICIDES"
539,382440,"PREPARED ADDITIVES FOR CEMENTS, MORTARS OR CONCRETES"
540,410221,"SHEEP OR LAMB SKINS, WITHOUT WOOL ON, PICKLED, WHETHER OR NOT SPLIT"
541,401220,"USED PNEUMATIC TIRES, OF RUBBER"
542,620610,"WOMEN'S OR GIRLS' BLOUSES, SHIRTS AND SHIRT-BLOUSES OF SILK OR SILK WASTE, NOT KNITTED OR CROCHETED"
543,720449,"FERROUS WASTE AND SCRAP, NESOI"
544,441600,"CASKS, BARRELS, VATS, TUBS AND OTHER COOPERS' PRODUCTS AND PARTS THEREOF, OF WOOD, INCLUDING STAVES"
545,411330,"REPTILE LEATHER FURTHER PREPARED AFTER TANNING OR CRUSTING, INCLUDING PARCHMENT-DRESSED, WITHOUT WOOL OR HAIR ON, WHETHER OR NOT SPLIT, NESOI"
546,540822,"WOVEN FABRICS OF ARTIFICIAL FILAMENTS (NOT OF VISCOSE RAYON FROM HIGH TENACITY YARN), 85% OR MORE (WT) ARTIFICIAL FILAMENT, DYED"
547,480300,"TOILET, FACIAL TISSUE, TOWEL OR NAPKIN STOCK AND SIMILAR PAPER, CELLULOSE FIBER WADDING AND WEBS, IN ROLLS OR SHEETS"
548,520921,"WOVEN FABRICS OF COTTON, 85% OR MORE COTTON BY WEIGHT, BLEACHED, PLAIN WEAVE, WEIGHING OVER 200 G/M2"
549,560130,TEXTILE FLOCK (TEXTILE FIBERS NOT EXCEEDING 5 MM IN LENGTH) AND DUST AND MILL NEPS
550,903089,"INSTRUMENTS AND APPARATUS NESOI, WITHOUT A RECORDING DEVICE FOR MEASURING OR CHECKING ELECTRICAL QUANTITIES"
551,850760,LITHIUM ION BATTERIES
552,851110,INTERNAL COMBUSTION ENGINE SPARK PLUGS
553,851120,"INTERNAL COMBUSTION ENGINE IGNITION MAGNETOS, MAGNETO-DYNAMOS AND MAGNETIC FLYWHEELS"
554,843020,SNOWPLOWS AND SNOWBLOWERS
555,843352,"THRESHING MACHINERY, EXCEPT COMBINE HARVESTER-THRESHERS"
556,852349,"OPTICAL MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, RECORDED"
557,844140,"MACHINES FOR MOLDING ARTICLES IN PAPER PULP, PAPER OR PAPERBOARD"
558,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIPES, VATS OR THE LIKE, INCLUDING THERMOSTATICALLY CONTROLLED VALVES, NESOI"
559,841630,"MECHANICAL STOKERS INCLUDING THEIR MECHANICAL GRATES, MECHANICAL ASH DISCHARGERS AND SIMILAR APPLIANCES"
560,010614,"RABBITS AND HARES, LIVE"
561,090832,"CARDAMOMS, CRUSHED OR GROUND"
562,292249,"AMINO-ACIDS AND THEIR ESTERS, NOT CONTAINING MORE THAN ONE OXYGEN FUNCTION, AND SALTS THEREOF, NESOI"
563,321210,STAMPING FOILS
564,390410,"POLYVINYL CHLORIDE, NOT MIXED WITH ANY OTHER SUBSTANCES, IN PRIMARY FORMS"
565,620441,"WOMEN'S OR GIRLS' DRESSES OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED OR CROCHETED"
566,630312,"CURTAINS (INCLUDING DRAPES), INTERIOR BLINDS AND CURTAIN OR BED VALANCES OF SYNTHETIC FIBERS, KNITTED OR CROCHETED"
567,732119,"COOKING APPLIANCES AND PLATE WARMERS, NONELECTRIC, OF IRON OR STEEL, NESOI"
568,630790,"MADE-UP TEXTILE ARTICLES, NESOI"
569,740321,"COPPER-ZINC BASE ALLOYS (BRASS), UNWROUGHT"
570,740721,"BARS, RODS AND PROFILES OF COPPER-ZINC BASE ALLOYS (BRASS)"
571,530911,"WOVEN FABRICS OF FLAX, CONTAINING 85% OR MORE FLAX BY WEIGHT, UNBLEACHED OR BLEACHED"
572,540781,"WOVEN FABRICS OF SYNTHETIC FILAMENTS NESOI, UNDER 85% BY WEIGHT OF SYNTHETIC FILAMENTS MIXED MAINLY WITH COTTON, UNBLEACHED OR BLEACHED"
573,480100,"NEWSPRINT, IN ROLLS OR SHEETS"
574,910910,"CLOCK MOVEMENTS, ELECTRICALLY OPERATED, COMPLETE AND ASSEMBLED"
575,854890,ELECTRICAL PARTS OF MACHINERY OR APPARATUS NESOI IN CHAPTER 85
576,901480,"NAVIGATIONAL INSTRUMENTS AND APPLIANCES, NESOI"
577,843590,"PARTS OF PRESSES, CRUSHERS AND SIMILAR MACHINERY, USED IN THE MANUFACTURE OF WINE, CIDER, FRUIT JUICES OR SIMILAR BEVERAGES"
578,840410,"AUXILIARY PLANT FOR USE WITH STEAM OR OTHER VAPOR GENERATING BOILERS, SUPER-HEATED WATER BOILERS AND CENTRAL HEATING BOILERS"
579,840681,"TURBINES, STEAM AND OTHER VAPOR TYPES, OF AN OUTPUT EXCEEDING 40 MW, EXCEPT FOR MARINE PROPULSION"
580,844621,"POWER LOOMS FOR WEAVING FABRICS OF A WIDTH EXCEEDING 30 CM, SHUTTLE TYPE"
581,848120,VALVES FOR OLEOHYDRAULIC OR PNEUMATIC TRANSMISSIONS
582,845710,MACHINING CENTERS FOR WORKING METAL
583,030291,"LIVERS, ROES AND MILT, FRESH OR CHILLED"
584,030821,"SEA URCHINS (STRONGYLOCENTROTUS SPP., PARACENTROTUS LIVIDUS, LOXECHINUS ALBUS, ECHICHINUS ESCULENTUS), LIVE, FRESH OR CHILLED"
585,190240,COUSCOUS
586,251830,AGGLOMERATED DOLOMITE (INCLUDING TARRED DOLOMITE)
587,283919,"SILICATES; COMMERCIAL ALKALI METAL SILICATES, OF SODIUM, EXCEPT SODIUM METASILICATES, NESOI"
588,291241,VANILLIN (4-HYDROXY-3-METHOXYBENZALDEHYDE)
589,293624,D- OR DL-PANTOTHENIC ACID (VITAMIN B5) AND ITS DERIVATIVES
590,310311,SUPERPHOSPHATES CONTAINING BY WEIGHT 35% OR MORE OF DIPHOSPHORUS PENTAOXIDE (P2O5)
591,320641,ULTRAMARINE AND PREPARATIONS BASED THEREON
592,790200,ZINC WASTE AND SCRAP
593,621430,"SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE OF SYNTHETIC FIBERS, NOT KNITTED OR CROCHETED"
594,731412,ENDLESS BANDS OF STAINLESS STEEL
595,740729,"BARS, RODS AND PROFILES OF COPPER ALLOYS, NESOI"
596,611599,"SOCKS AND HOSIERY NESOI AND FOOTWEAR WITHOUT APPLIED SOLES, OF TEXTILE MATERIALS NESOI, KNITTED OR CROCHETED"
597,560392,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED; NOT OF MANMADE FILAMENTS; WEIGHING MORE THAN 25 G/M2 BUT LESS THAN 70 G/M2"
598,481720,"LETTER CARDS, PLAIN POSTCARDS AND CORRESPONDENCE CARDS OF PAPER OR PAPERBOARD"
599,911019,"WATCH MOVEMENTS, ROUGH"
600,871200,"BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORIZED"
601,851230,ELECTRICAL SOUND SIGNALING EQUIPMENT USED FOR CYCLES OR MOTOR VEHICLES
602,843039,"COAL OR ROCK CUTTERS AND TUNNELING MACHINERY, OTHER THAN SELF-PROPELLED"
603,843149,"PARTS AND ATTACHMENTS, NESOI, FOR DERRICKS, CRANES, SELF-PROPELLED BULLDOZERS, GRADERS ETC. AND OTHER GRADING, SCRAPING, ETC. MACHINERY"
604,040900,"HONEY, NATURAL"
605,070920,"ASPARAGUS, FRESH OR CHILLED"
606,150110,"LARD, OTHER THAN THAT OF HEADING 1503"
607,110814,"STARCH, CASSAVA (MANIOC)"
608,200799,"JAMS, FRUIT JELLIES, MARMALADES AND COOKED PUREES OR PASTES, OTHER THAN CITRUS FRUIT, NESOI, AND COOKED NUT PUREES OR PASTES, NESOI"
609,210210,"YEASTS, ACTIVE"
610,210220,"YEASTS, INACTIVE; OTHER SINGLE-CELL MICRO-ORGANISMS, DEAD"
611,391239,"CELLULOSE ETHERS NESOI, IN PRIMARY FORMS"
612,722519,"FLAT-ROLLED SILICON ELECTRICAL STEEL 600MM OR MORE WIDE, NOT GRAIN-ORIENTED"
613,722720,"BARS AND RODS OF SILICO-MANGANESE STEEL, HOT-ROLLED, IN IRRGULLARLY WOUND COILS"
614,610419,"WOMEN'S OR GIRLS' SUITS OF TEXTILE MATERIALS NESOI, KNITTED OR CROCHETED"
615,741022,"COPPER FOIL, BACKED, OF COPPER ALLOYS, NOT OVER 0.15 MM THICK"
616,620199,"MEN'S OR BOYS' ANORAKS, SKI-JACKETS, WINDBREAKERS AND SIMILAR ARTICLES OF TEXTILE MATERIALS NESOI, NOT KNITTED OR CROCHETED"
617,490199,"PRINTED BOOKS, BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, NESOI"
618,531010,"WOVEN FABRICS OF JUTE OR OF OTHER TEXTILE BAST FIBERS (EXCLUDING FLAX, TRUE HEMP AND RAMIE), UNBLEACHED"
619,581010,EMBROIDERY WITHOUT VISIBLE GROUND
620,540263,"POLYPROPYLENE YARN, MUTIPLE (FOLEDED) OR CABLES, NOT FOR RETAIL SALE,NESOI"
621,511119,"WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF CARDED WOOL OR FINE ANIMAL HAIR, WEIGHING OVER 300 G/M2"
622,540821,"WOVEN FABRICS OF ARTIFICIAL FILAMENTS (NOT OF VISCOSE RAYON FROM HIGH TENACITY YARN), 85% OR MORE (WT) ARTIFICIAL FILAMENT, UNBLEACHED OR BLEACHED"
623,480550,"FELT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OR SHEETS"
624,480630,"TRACING PAPERS, IN ROLLS OR SHEETS"
625,530130,FLAX TOW AND WASTE (INCLUDING YARN WASTE AND GARNETTED STOCK)
626,880510,AIRCRAFT LAUNCHING GEAR AND PARTS THEREOF; DECK-ARRESTORS OR SIMILAR GEAR AND PARTS THEREOF
627,930110,"MILITARY ARTILLERY WEAPONS (FOR EXAMPLE, GUNS, HOWITZERS AND MORTARS), OTHER THAN REVOLVERS, PISTOLS AND THE ARMS OF HEADING 9307"
628,871190,"MOTORCYCLES AND CYCLES FITTED WITH AN AUXILIARY MOTORS, NESOI; SIDE-CARS"
629,848710,SHIPS' OR BOATS' PROPELLERS AND BLADES THEREOF
630,811222,CHROMIUM WASTE AND SCRAP
631,821220,"SAFETY RAZOR BLADES, INCLUDING BLADE BLANKS IN STRIPS"
632,843050,"MOVING, GRADING, LEVELING, SCRAPING, EXCAVATING, TAMPING, COMPACTING OR EXTRACTING MACHINERY FOR EARTH, MINERALS OR ORES, NESOI, SELF-PROPELLED"
633,846890,"PARTS OF MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING, NESOI"
634,843840,BREWERY MACHINERY
635,847950,INDUSTRIAL ROBOTS FOR MULTIPLE USES
636,841582,"AIR CONDITIONING MACHINES NESOI, INCORPORATING A REFRIGERATING UNIT, NESOI"
637,070940,"CELERY OTHER THAN CELERIAC, FRESH OR CHILLED"
638,071151,"MUSHROOMS OR THE GENUS AGARICUS, PROVISIONALLY PRESERVED, BUT UNSUITABLE INN THAT STATE FOR IMMEDIATE CONSUMPTION"
639,091091,MIXTURES OF TWO OR MORE SPICES PROVIDED FOR SEPARATELY IN DIFFERENT HEADINGS OF THIS CHAPTER
640,110900,"WHEAT GLUTEN, WHETHER OR NOT DRIED"
641,282919,"CHLORATES, EXCEPT SODIUM CHLORATE, NESOI"
642,285390,"PHOSPHIDES, EXCLUD FERROPHOSPHORUS; OTHER INORGANIC COMPDS; LIQUID AIR; COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS"
643,620811,"WOMEN'S OR GIRLS' SLIPS AND PETTICOATS OF MANMADE FIBERS, NOT KNITTED OR CROCHETED"
644,700420,"GLASS, COLORED THROUGHOUT THE MASS, OPACIFIED, FLASHED OR AN ABSORBENT, REFLECTING OR NONREFLECTING LAYER, DRAWN OR BLOWN, SHEETS NOT OTHERWISE WORKED"
645,600624,"KNITTED OR CROCHETED FABRICS, OC COTTON, PRINTED, NESOI"
646,711620,"ARTICLES OF PRECIOUS OR SEMIPRECIOUS STONES (NATURAL, SYNTHETIC OR RECONSTRUCTED)"
647,030323,"TILAPIAS (OREOCHROMIS SPP.), FROZEN"
648,030334,"TURBOTS (PSETTA MAXIMA, SCOPHTHALMIDAE), FROZEN"
649,030442,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, CLARKI, AGUABONITA, GILAE, APACHE AND CHRYSOGASTER) FILLETS, FRESH OR CHILLED"
650,030636,"SHRIMP AND PRAWNS (OTHER THAN COLD-WATER), LIVE, FRESH OR CHILLED"
651,030819,"SEA CUCUMBERS (STICHOPUS JAPONICUS, HOLOTHURIOIDEA), OTHER THAN LIVE, FRESH OR CHILLED"
652,080522,"CLEMENTINES, FRESH OR DRIED"
653,080830,"PEARS, FRESH"
654,200190,"VEGETABLES, FRUIT, NUTS AND OTHER EDIBLE PARTS OF PLANTS, NESOI, PREPARED OR PRESERVED BY VINEGAR OR ACETIC ACID"
655,170219,"LACTOSE IN SOLID FORM AND LACTOSE SYRUP, NESOI"
656,200897,"MIXTURES OF FRUIT, NUTS AND/OR OTHER EDIBLE PARTS OF PLANTS, PREPARED OR PRESERVED, EXCLUDING MIXTURES UNDER SUBHEADING 2008.19, NESOI"
657,210310,SOY SAUCE
658,251120,NATURAL BARIUM CARBONATE (WITHERITE)
659,281610,MAGNESIUM HYDROXIDE AND MAGNESIUM PEROXIDE
660,291811,"LACTIC ACID, ITS SALTS AND ESTERS"
661,293333,"ALFENTANIL,ANILERIDINE,BEZITRAMIDE,BROMAZEPAM,CARFENTANIL,DIFENOXIN,DIPHENOXYLATE,DIPIPANONE,FENTANYL,KETOBEMIDONE,METHYLPHENIDATE,PENTAZOCINE,PETHIDI"
662,300650,FIRST-AID BOXES AND KITS
663,360200,"PREPARED EXPLOSIVES, OTHER THAN PROPELLENT POWDERS"
664,390770,"POLY(LACTIC) ACID, IN PRIMARY FORMS"
665,390810,"POLYAMIDE-6,-11,-12,-6,6,-6,9,-6,10 OR -6,12 (NYLON TYPE), IN PRIMARY FORMS"
666,590691,"RUBBERIZED TEXTILE FABRICS NESOI, KNITTED OR CROCHETED"
667,701690,"PRESSED OR MOLDED GLASS ARTICLES, WIRED OR NOT, FOR BUILDING OR CONSTRUCTION; LEADED GLASS WINDOWS ETC.; FORMED MULTICELLULAR OR FOAM GLASS"
668,631090,"USED OR NEW RAGS, SCRAP TWINE, CORDAGE, ROPE AND CABLES, AND WORN-OUT ARTICLES OF TWINE, CORDAGE, ROPE OR CABLES, OF TEXTILE MATERIALS, NOT SORTED"
669,732421,"BATHS OF CAST IRON, WHETHER OR NOT ENAMELED"
670,670411,"COMPLETE WIGS, OF SYNTHETIC TEXTILE MATERIALS"
671,520420,"COTTON SEWING THREAD, PUT UP FOR RETAIL SALE"
672,551693,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBERS, CONTAINING UNDER 85% (WT.) OF SUCH FIBERS, MIXED WITH OTHER FIBERS NESOI, OF DIFFERENT COLORED YARNS"
673,521213,"WOVEN FABRICS OF COTTON, LESS THAN 85% COTTON BY WEIGHT NESOI, DYED, WEIGHING NOT OVER 200 G/M2"
674,854720,"INSULATING FITTINGS OF PLASTICS, FOR ELECTRICAL MACHINES OR APPLIANCES"
675,940530,LIGHTING SETS OF A KIND USED FOR CHRISTMAS TREES
676,950621,SAILBOARDS AND PARTS AND ACCESSORIES THEREOF
677,960719,"SLIDE FASTENERS, NESOI"
678,870421,"MOTOR VEHICLES FOR GOODS TRANSPORT NESOI, WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL), GVW NOT OVER 5 METRIC TONS"
679,850811,"VACUUM CLEANERS WITH SELF-CONTAINED ELECTRIC MOTOR, OF A POWER LT=1500 W AND HAVING A DUST BAG  OR OTHER RECEPTACLE CAPACITY LT=20 L"
680,844530,TEXTILE DOUBLING OR TWISTING MACHINES
681,845490,"PARTS FOR CONVERTERS, LADLES, INGOT MOLDS AND CASTING MACHINES USED IN METALLURGY OR METAL FOUNDRIES"
682,030461,"TILAPIA (OREOCHROMIS SPP.) FILLETS, FROZEN"
683,220840,RUM AND TAFIA
684,250620,QUARTZITE
685,294190,"ANTIBIOTICS, NESOI"
686,330749,"PREPARATIONS FOR PERFUMING OR DEODORIZING ROOMS, NESOI"
687,391690,"MONOFILAMENT WITH A CROSS-SECTIONAL DIMENSION OVER 1 MM, RODS, STICKS AND PROFILE SHAPES OF PLASTICS, NESOI, NOT MORE THAN SURFACE-WORKED"
688,382482,"MIXTURES AND PREPARATIONS CONTAINING POLYCHLORINATED BIPHENYLS, POLYCHLORINATED TERPHENYLS OR POLYBROMINATED BIPHENYLS"
689,390610,"POLYMETHYL METHACRYLATE, IN PRIMARY FORMS"
690,392590,"BUILDERS' WARE OF PLASTICS, NESOI"
691,700721,"LAMINATED SAFETY GLASS, OF SIZE AND SHAPE SUITABLE FOR INCORPORATION IN VEHICLES, AIRCRAFT, SPACECRAFT OR VESSELS"
692,600320,"KNIT/CROCHETED FABRICS OF A WIDTH NOT EXCEEDING 30 CM, OTHER THAN OF HEADINGS 6001 OR 6002, OF COTTON"
693,621142,"WOMEN'S OR GIRLS' GARMENTS NESOI, OF COTTON, NOT KNITTED OR CROCHETED"
694,630800,"NEEDLECRAFT SETS, OF WOVEN FABRIC AND YARN, WITH OR WITHOUT ACCESSORIES, FOR MAKING RUGS, TAPESTRIES OR EMBROIDERED ARTICLES, PACKAGED FOR RETAIL SALE"
695,732690,"ARTICLES OF IRON OR STEEL, NESOI"
696,890110,"CRUISE SHIPS, EXCURSION BOATS AND SIMILAR VESSELS PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS; FERRY BOATS OF ALL KINDS"
697,847010,ELECTRONIC CALCULATORS CAPABLE OF OPERATION WITHOUT AN EXTERNAL SOURCE OF POWER
698,853649,"RELAYS FOR A VOLTAGE EXCEEDING 60 V BUT NOT EXCEEDING 1,000 V"
699,853669,"ELECTRICAL PLUGS AND SOCKETS FOR A VOLTAGE NOT EXCEEDING 1,000 V"
700,020910,"PIG FAT, FREE OF LEAN MEAT, NOT RENDERED OR OTHERWISE EXTRACTED, FRESH, CHILLED, FROZEN, SALTED, IN BRINE, DRIED OR SMOKED"
701,020713,CHICKEN CUTS AND EDIBLE OFFAL (INCLUDING LIVERS) FRESH OR CHILLED
702,071120,"OLIVES, PROVISIONALLY PRESERVED, BUT UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION"
703,091011,"GINGER, NEITHER CRUSHED NOR GROUND"
704,080232,"WALNUTS, FRESH OR DRIED, SHELLED"
705,130213,VEGETABLE SAPS AND EXTRACTS OF HOPS
706,110812,"STARCH, CORN (MAIZE)"
707,151311,"COCONUT (COPRA) OIL AND ITS FRACTIONS, CRUDE, NOT CHEMICALLY MODIFIED"
708,200290,"TOMATOES, OTHER THAN WHOLE OR IN PIECES (INCLUDING PASTE AND PUREE), PREPARED OR PRESERVED OTHERWISE THAN BY VINEGAR OR ACETIC ACID"
709,290541,"2-ETHYL-2-(HYDROXYMETHYL)PROPANE-1,3-DIOL (TRIMETHYLOLPROPANE)"
710,330710,"PRE-SHAVE, SHAVING OR AFTER-SHAVE PREPARATIONS"
711,340119,"SOAP AND ORGANIC SURFACE-ACTIVE PRODUCTS IN BARS OR OTHER SHAPES AND PAPER, WADDING ETC. CONTAINING SOAP OR DETERGENT, FOR OTHER THAN TOILET USE"
712,320730,LIQUID LUSTRES AND SIMILAR PREPARATIONS
713,591120,"BOLTING CLOTH FOR TECHNICAL USES, WHETHER OR NOT MADE-UP"
714,620891,"WOMEN'S OR GIRLS' UNDERSHIRTS, BRIEFS, PANTIES, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES OF COTTON, NOT KNITTED OR CROCHETED"
715,710811,"GOLD, NONMONETARY, POWDER"
716,720299,"FERROALLOYS, NESOI"
717,741533,"THREADED SCREWS, BOLTS, AND NUTS OF COPPER OR IRON OR STEEL WITH HEADS OF COPPER"
718,482369,"TRAYS, DISHES, PLATES, CUPS AND THE LIKE, OF PAPER OR PAPERBOARD, NES"
719,540232,"SYNTHETIC FILAMENT YARN OTHER THAN SEWING THREAD, NOT PUT UP FOR RETAIL SALE, TEXTURED YARN OF NYLON OR OTHER POLYAMIDES, OVER 500 DECITEX"
720,500400,SILK YARN (OTHER THAN SPUN FROM SILK WASTE) NOT PUT UP FOR RETAIL SALE
721,430219,"FURSKINS NESOI, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS, TANNED OR DRESSED, NOT ASSEMBLED"
722,520819,"WOVEN FABRICS OF COTTON, 85% OR MORE COTTON BY WEIGHT, UNBLEACHED, OTHER THAN PLAIN WEAVE, NESOI, WEIGHING NOT OVER 200 G/M2"
723,940179,"SEATS WITH METAL FRAMES, NOT UPHOLSTERED, NESOI"
724,980220,EXPORTS OF MEDICINAL AND PHARMACEUTICAL PRODUCTS DONATED FOR RELIEF OR CHARITY BY INDIVIDUALS OR PRIVATE AGENCIES
725,821599,"SPOONS, FORKS, LADLES, CAKE-SERVERS, SUGAR TONGS AND LIKE KITCHEN OR TABLEWARE OF UNPLATED BASE METAL (NO SETS), AND PARTS THEREOF, NESOI"
726,852351,SOLID-STATE NON-VOLATILE SEMICONDUCTOR STORAGE DEVICES
727,840910,"PARTS FOR SPARK-IGNITION OR ROTARY INTERNAL COMBUSTION PISTON ENGINES OR COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES, FOR AIRCRAFT"
728,150190,"POULTRY FAT, OTHER THAN THAT OF HEADING 0209"
729,200410,"POTATOES, INCLUDING FRENCH FRIES, PREPARED OR PRESERVED OTHERWISE THAN BY VINEGAR OR ACETIC ACID, FROZEN"
730,160300,"EXTRACTS AND JUICES OF MEAT, FISH OR CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES"
731,280519,"ALKALI METALS, NESOI (OTHER THAN SODIUM)"
732,300420,"MEDICAMENTS, IN MEASURED DOSES, ETC., CONTAINING ANTIBIOTICS, NESOI"
733,330125,"ESSENTIAL OILS OF MINTS, NESOI"
734,321100,PREPARED DRIERS
735,340700,"MODELING PASTES, INCLUDING THOSE FOR CHILDREN; DENTAL IMPRESSION COMPOUNDS; PREPARATIONS FOR USE IN DENTISTRY, WITH A BASIS OF PLASTER"
736,391722,"TUBES, PIPES AND HOSES, RIGID, OF POLYMERS OF PROPYLENE"
737,382600,"BIODIESEL AND MIXTURES THEREOF, NOT CONTAINING OR CONTAINING LESS THAN 70% BY WEIGHT OF PETROLEUM OILS OR OILS OBTAINED FROM BITUMINOUS MATERIALS"
738,400922,"TUBES, PIPES, HOSES OF VULCANIZED RUBBER, EXC HARD RUBBER, REINFORCED OR OTHERWISE COMBINED WITH METAL, WITH FITTINGS"
739,690600,"CERAMIC PIPES, CONDUITS, GUTTERING AND PIPE FITTINGS"
740,630251,"TABLE LINEN OF COTTON, NOT KNITTED OR CROCHETED"
741,731812,"WOOD SCREWS OTHER THAN COACH SCREWS, THREADED, OF IRON OR STEEL"
742,711711,"CUFF LINKS AND STUDS OF BASE METAL, WHETHER OR NOT PLATED WITH PRECIOUS METAL"
743,720825,"FLAT-ROLLED PRODUCTS OF IRON OR NONALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COILS,HOT-ROLLED WORKED ONLY,PICKLED, THICKNESS 4.75 MM OR MORE, NESOI"
744,760110,"ALUMINUM, NOT ALLOYED, UNWROUGHT"
745,480451,"KRAFT PAPER AND PAPERBOARD, NESOI, WEIGHING 225 G/M2 OR OVER, UNCOATED, UNBLEACHED, IN ROLLS OR SHEETS"
746,551522,"WOVEN FABRICS OF ACRYLIC OR MODACRYLIC STAPLE FIBERS NESOI, CONTAINING UNDER 85% (WT.) OF SUCH FIBERS, MIXED WITH WOOL OR FINE ANIMAL HAIR"
747,854511,CARBON ELECTRODES OF A KIND USED FOR FURNACES
748,902710,GAS OR SMOKE ANALYSIS APPARATUS
749,970500,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST"
750,902790,MICROTOMES; PARTS AND ACCESSORIES FOR INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL ANALYSIS
751,871499,"PARTS AND ACCESSORIES NESOI, FOR BICYCLES AND OTHER CYCLES NESOI"
752,910219,"WRIST WATCHES, BATTERY POWERED, WITH CASES OF MATERIALS (EXCEPT OF OR CLAD WITH PRECIOUS METAL) NESOI, WITH DISPLAY NESOI"
753,846039,"SHARPENING (TOOL OR CUTTER GRINDING) MACHINES FOR REMOVING METAL, NOT NUMERICALLY CONTROLLED"
754,842542,"JACKS AND HOISTS, HYDRAULIC, EXCEPT BUILT-IN JACKING SYSTEMS USED IN GARAGES"
755,846630,DIVIDING HEADS AND OTHER SPECIAL ATTACHMENTS FOR MACHINE TOOLS
756,843410,MILKING MACHINES
757,848041,"MOLDS FOR METAL OR METAL CARBIDES, INJECTION OR COMPRESSION TYPES"
758,071220,"ONIONS, DRIED (POWDER, ETC.), BUT NOT FURTHER PREPARED"
759,081120,"RASPBERRIES, BLACKBERRIES, MULBERRIES, LOGANBERRIES, CURRENTS AND GOOSEBERRIES (NO KIWI FRUIT), UNCOOKED OR COOKED BY STEAM OR BOILING WATER, FROZEN"
760,230330,"BREWING OR DISTILLING DREGS AND WASTE, WHETHER OR NOT IN THE FORM OF PELLETS"
761,252510,CRUDE MICA AND MICA RIFTED INTO SHEETS OR SPLITTINGS
762,280421,ARGON
763,280429,"RARE GASES, NESOI (OTHER THAN ARGON)"
764,291412,BUTANONE (METHYL ETHYL KETONE)
765,293510,N-METHYL PERFLUOROOCTANE SULFONAMIDE
766,293712,INSULIN AND ITS SALTS
767,293810,RUTOSIDE (RUTIN) AND ITS DERIVATIVES)
768,321519,"PRINTING INK, OTHER THAN BLACK"
769,690510,CERAMIC ROOFING TILES
770,721810,STAINLESS STEEL INGOTS AND OTHER PRIMARY FORMS
771,590410,"LINOLEUM, WHETHER OR NOT CUT TO SHAPE"
772,621790,PARTS OF GARMENTS AND CLOTHING ACCESSORIES NESOI
773,731582,"CHAIN NESOI, WELDED LINK OF IRON OR STEEL"
774,610452,"WOMEN'S OR GIRLS' SKIRTS AND DIVIDED SKIRTS OF COTTON, KNITTED OR CROCHETED"
775,740821,WIRE OF COPPER-ZINC BASE ALLOYS (BRASS)
